gene_id	log2FC	PValue	FDR	logCPM	LR	FDR	score
ENSG00000211810	0.327368594713762	0.457363800986958	0.653207914422816	-2.80040901990605	0.552338388365644	0.653207914422816	0.339738211512687
ENSG00000211787	-0.06178861831008	0.895350364432033	0.966505754994971	-2.07303976437123	0.0173020337968239	0.966505754994971	0.0480069852829016
ENSG00000256553	0.248349053523372	0.602622193177972	0.772904339044339	-2.76152114173764	0.271059113770676	0.772904339044339	0.219954878309446
ENSG00000211801	0.328129189693396	0.645944956495337	0.804536861952669	-2.77097587988753	0.211050908880623	0.804536861952669	0.18980448836534
ENSG00000237702	-0.223199563266648	0.641894860112773	0.801519820985617	-2.73651568087165	0.216272529572315	0.801519820985617	0.192536101856767
ENSG00000211710	0.150128661017448	0.747907941534225	0.874898810158126	-2.79340762925398	0.103297401445197	0.874898810158126	0.126151855269436
ENSG00000211788	0.440424893677785	0.408258754237981	0.610482517306197	-2.71308157460031	0.683865699583642	0.610482517306197	0.389064493972834
ENSG00000211747	-0.491445393099974	0.408371529946356	0.610522796264156	-2.76412143851629	0.683536694588618	0.610522796264156	0.388944542829458
ENSG00000211792	0.469305708197765	0.0945678873513146	0.225314356625518	-2.82199706641395	2.79484539683244	0.225314356625518	1.02425631300362
ENSG00000211734	0.32110203268342	0.510498706244505	0.699211251302815	-2.70946355197671	0.433044748133348	0.699211251302815	0.29200535420701
ENSG00000211793	0.312115147783257	0.386569375304014	0.590001739268194	-2.81506493912561	0.749705853395909	0.590001739268194	0.41277255450636
ENSG00000211802	0.153341324539921	0.793932381896249	0.905149830201031	-2.79142062158229	0.0682294344650387	0.905149830201031	0.100216484247762
ENSG00000211706	0.123576714980477	0.774976564838531	0.892164339196751	-2.69565762435337	0.0817224981518478	0.892164339196751	0.110711430287488
ENSG00000211707	-0.345946289876359	0.419051766794625	0.619550693482516	-2.61915479306678	0.652972968843514	0.619550693482516	0.377732323944072
ENSG00000211745	-0.0550408544241468	0.93356653944103	0.986619190800153	-2.72838569208691	0.0069486282797584	0.986619190800153	0.0298547225116786
ENSG00000211780	-0.679783293806224	0.0324228788044799	0.103147899243328	-2.82951785857274	4.57599671619017	0.103147899243328	1.48914842707558
ENSG00000211713	0.107008004648533	0.822991282640898	0.923285779895077	-2.69635917818408	0.0500413814338927	0.923285779895077	0.0846047649347592
ENSG00000211794	-0.103842338618013	0.83226605243911	0.929365298729621	-2.80671913470817	0.0448576199079334	0.929365298729621	0.0797378195795317
ENSG00000259092	0.44982298830234	0.394617253420446	0.597304905767891	-2.7645158531812	0.724667149929399	0.597304905767891	0.403823930484015
ENSG00000211714	-0.116506074178271	0.816146570976639	0.918921433515186	-2.64660217690761	0.0540581158884095	0.918921433515186	0.0882318397140892
ENSG00000211781	0.140121005631693	0.384254210968101	0.587784362439673	-2.84429281728334	0.757047090091853	0.587784362439673	0.415381364452318
ENSG00000211721	0.383658478938984	0.412563006259909	0.614223834396434	-2.69337726608265	0.671402650641497	0.614223834396434	0.384509716977206
ENSG00000253409	0.158556719536711	0.733488678818458	0.864948036758867	-2.61199869892458	0.115932421223974	0.864948036758867	0.134606584976275
ENSG00000230099	-0.159973178933522	0.591904821012139	0.764022033359317	-2.20847594351812	0.287379347597792	0.764022033359317	0.227748122723799
ENSG00000211749	0.436590318211088	0.354896221365658	0.558496409266017	-2.72472798132722	0.855872874971517	0.558496409266017	0.449898624627554
ENSG00000211750	0.0426895024995021	0.928353917700424	0.98394581179947	-2.44608102160171	0.00808489809784874	0.98394581179947	0.0322864255029873
